시행 : 0 S | 0 B
88541번째 시행 : 0 S | 1 B
88542번째 시행 : 0 S | 0 B
88543번째 시행 : 0 S | 1 B
88544번째 시행 : 0 S | 1 B
88545번째 시행 : 0 S | 0 B
88546번째 시행 : 1 S | 0 B
88547번째 시행 : 0 S | 0 B
88548번째 시행 : 1 S | 0 B
88549번째 시행 : 0 S | 0 B
88550번째 시행 : 0 S | 1 B
88551번째 시행 : 1 S | 0 B
88552번째 시행 : 1 S | 0 B
88553번째 시행 : 1 S | 0 B
88554번째 시행 : 0 S | 1 B
88555번째 시행 : 0 S | 1 B
88556번째 시행 : 2 S | 0 B
88557번째 시행 : 1 S | 0 B
88558번째 시행 : 1 S | 1 B
88559번째 시행 : 1 S | 0 B
88560번째 시행 : 0 S | 2 B
88561번째 시행 : 0 S | 1 B
88562번째 시행 : 0 S | 2 B
88563번째 시행 : 0 S | 2 B
88564번째 시행 : 0 S | 1 B
88565번째 시행 : 1 S | 0 B
88566번째 시행 : 0 S | 2 B
88567번째 시행 : 0 S | 2 B
88568번째 시행 : 0 S | 1 B
88569번째 시행 : 1 S | 0 B
88570번째 시행 : 0 S | 1 B
88571번째 시행 : 0 S | 1 B
88572번째 시행 : 0 S | 1 B
88573번째 시행 : 0 S | 0 B
88574번째 시행 : 0 S | 0 B
88575번째 시행 : 1 S | 0 B
88576번째 시행 : 0 S | 1 B
88577번째 시행 : 0 S | 0 B
88578번째 시행 : 0 S | 2 B
88579번째 시행 : 0 S | 1 B
88580번째 시행 : 2 S | 0 B
88581번째 시행 : 0 S | 1 B
88582번째 시행 : 1 S | 0 B
88583번째 시행 : 0 S | 0 B
88584번째 시행 : 1 S | 0 B
88585번째 시행 : 0 S | 2 B
88586번째 시행 : 0 S | 1 B
88587번째 시행 : 0 S | 0 B
88588번째 시행 : 0 S | 1 B
88589번째 시행 : 0 S | 1 B
88590번째 시행 : 0 S | 2 B
88591번째 시행 : 0 S | 2 B
88592번째 시행 : 0 S | 1 B
88593번째 시행 : 0 S | 3 B
88594번째 시행 : 0 S | 2 B
88595번째 시행 : 0 S | 0 B
88596번째 시행 : 1 S | 0 B
88597번째 시행 : 0 S | 2 B
88598번째 시행 : 1 S | 0 B
88599번째 시행 : 0 S | 1 B
88600번째 시행 : 0 S | 1 B
88601번째 시행 : 1 S | 0 B
88602번째 시행 : 0 S | 1 B
88603번째 시행 : 0 S | 1 B
88604번째 시행 : 1 S | 1 B
88605번째 시행 : 0 S | 0 B
88606번째 시행 : 0 S | 1 B
88607번째 시행 : 0 S | 0 B
88608번째 시행 : 0 S | 0 B
88609번째 시행 : 0 S | 0 B
88610번째 시행 : 2 S | 0 B
88611번째 시행 : 0 S | 2 B
88612번째 시행 : 0 S | 1 B
88613번째 시행 : 0 S | 1 B
88614번째 시행 : 1 S | 1 B
88615번째 시행 : 0 S | 0 B
88616번째 시행 : 0 S | 1 B
88617번째 시행 : 1 S | 1 B
88618번째 시행 : 0 S | 1 B
88619번째 시행 : 1 S | 0 B
88620번째 시행 : 1 S | 0 B
88621번째 시행 : 0 S | 2 B
88622번째 시행 : 0 S | 0 B
88623번째 시행 : 0 S | 1 B
88624번째 시행 : 0 S | 0 B
88625번째 시행 : 0 S | 2 B
88626번째 시행 : 1 S | 1 B
88627번째 시행 : 0 S | 1 B
88628번째 시행 : 1 S | 0 B
88629번째 시행 : 1 S | 0 B
88630번째 시행 : 0 S | 1 B
88631번째 시행 : 1 S | 0 B
88632번째 시행 : 1 S | 0 B
88633번째 시행 : 0 S | 0 B
88634번째 시행 : 0 S | 1 B
88635번째 시행 : 0 S | 0 B
88636번째 시행 : 1 S | 0 B
88637번째 시행 : 0 S | 1 B
88638번째 시행 : 1 S | 0 B
88639번째 시행 : 0 S | 0 B
88640번째 시행 : 0 S | 0 B
88641번째 시행 : 0 S | 0 B
88642번째 시행 : 0 S | 1 B
88643번째 시행 : 1 S | 0 B
88644번째 시행 : 3 S | 0 B
88645번째 시행 : 1 S | 1 B
88646번째 시행 : 1 S | 1 B
88647번째 시행 : 0 S | 1 B
88648번째 시행 : 1 S | 0 B
88649번째 시행 : 0 S | 0 B
88650번째 시행 : 1 S | 1 B
88651번째 시행 : 0 S | 2 B
88652번째 시행 : 0 S | 1 B
88653번째 시행 : 0 S | 2 B
88654번째 시행 : 0 S | 0 B
88655번째 시행 : 0 S | 1 B
88656번째 시행 : 1 S | 0 B
88657번째 시행 : 0 S | 1 B
88658번째 시행 : 2 S | 0 B
88659번째 시행 : 0 S | 0 B
88660번째 시행 : 0 S | 1 B
88661번째 시행 : 0 S | 1 B
88662번째 시행 : 1 S | 1 B
88663번째 시행 : 0 S | 1 B
88664번째 시행 : 0 S | 1 B
88665번째 시행 : 0 S | 2 B
88666번째 시행 : 0 S | 2 B
88667번째 시행 : 0 S | 0 B
88668번째 시행 : 0 S | 1 B
88669번째 시행 : 0 S | 1 B
88670번째 시행 : 0 S | 0 B
88671번째 시행 : 1 S | 1 B
88672번째 시행 : 0 S | 1 B
88673번째 시행 : 0 S | 1 B
88674번째 시행 : 1 S | 1 B
88675번째 시행 : 0 S | 1 B
88676번째 시행 : 0 S | 1 B
88677번째 시행 : 0 S | 1 B
88678번째 시행 : 0 S | 1 B
88679번째 시행 : 2 S | 0 B
88680번째 시행 : 0 S | 0 B
88681번째 시행 : 0 S | 1 B
88682번째 시행 : 0 S | 0 B
88683번째 시행 : 2 S | 0 B
88684번째 시행 : 1 S | 0 B
88685번째 시행 : 0 S | 2 B
88686번째 시행 : 1 S | 1 B
88687번째 시행 : 0 S | 1 B
88688번째 시행 : 0 S | 1 B
88689번째 시행 : 0 S | 1 B
88690번째 시행 : 0 S | 1 B
88691번째 시행 : 0 S | 1 B
88692번째 시행 : 0 S | 1 B
88693번째 시행 : 1 S | 0 B
88694번째 시행 : 1 S | 0 B
88695번째 시행 : 0 S | 1 B
88696번째 시행 : 0 S | 2 B
88697번째 시행 : 0 S | 0 B
88698번째 시행 : 2 S | 0 B
88699번째 시행 : 0 S | 0 B
88700번째 시행 : 0 S | 1 B
88701번째 시행 : 0 S | 0 B
88702번째 시행 : 0 S | 1 B
88703번째 시행 : 0 S | 1 B
88704번째 시행 : 0 S | 0 B
88705번째 시행 : 1 S | 0 B
88706번째 시행 : 0 S | 1 B
88707번째 시행 : 0 S | 0 B
88708번째 시행 : 0 S | 1 B
88709번째 시행 : 0 S | 1 B
88710번째 시행 : 0 S | 0 B
88711번째 시행 : 0 S | 1 B
88712번째 시행 : 1 S | 1 B
88713번째 시행 : 0 S | 0 B
88714번째 시행 : 0 S | 2 B
88715번째 시행 : 1 S | 0 B
88716번째 시행 : 0 S | 1 B
88717번째 시행 : 0 S | 1 B
88718번째 시행 : 0 S | 1 B
88719번째 시행 : 0 S | 0 B
88720번째 시행 : 0 S | 1 B
88721번째 시행 : 0 S | 2 B
88722번째 시행 : 0 S | 0 B
88723번째 시행 : 0 S | 1 B
88724번째 시행 : 0 S | 1 B
88725번째 시행 : 0 S | 0 B
88726번째 시행 : 1 S | 0 B
88727번째 시행 : 1 S | 0 B
88728번째 시행 : 1 S | 1 B
88729번째 시행 : 1 S | 0 B
88730번째 시행 : 0 S | 1 B
88731번째 시행 : 0 S | 0 B
88732번째 시행 : 0 S | 2 B
88733번째 시행 : 1 S | 0 B
88734번째 시행 : 2 S | 0 B
88735번째 시행 : 0 S | 1 B
88736번째 시행 : 0 S | 1 B
88737번째 시행 : 0 S | 1 B
88738번째 시행 : 0 S | 2 B
88739번째 시행 : 0 S | 1 B
88740번째 시행 : 0 S | 1 B
88741번째 시행 : 0 S | 1 B
88742번째 시행 : 0 S | 0 B
88743번째 시행 : 0 S | 1 B
88744번째 시행 : 0 S | 0 B
88745번째 시행 : 0 S | 0 B
88746번째 시행 : 1 S | 0 B
88747번째 시행 : 0 S | 1 B
88748번째 시행 : 0 S | 1 B
88749번째 시행 : 0 S | 2 B
88750번째 시행 : 0 S | 0 B
88751번째 시행 : 1 S | 0 B
88752번째 시행 : 1 S | 1 B
88753번째 시행 : 1 S | 0 B
88754번째 시행 : 1 S | 0 B
88755번째 시행 : 0 S | 0 B
88756번째 시행 : 1 S | 0 B
88757번째 시행 : 0 S | 0 B
88758번째 시행 : 0 S | 0 B
88759번째 시행 : 1 S | 1 B
88760번째 시행 : 2 S | 0 B
88761번째 시행 : 1 S | 0 B
88762번째 시행 : 2 S | 0 B
88763번째 시행 : 1 S | 1 B
88764번째 시행 : 2 S | 0 B
88765번째 시행 : 1 S | 1 B
88766번째 시행 : 1 S | 1 B
88767번째 시행 : 1 S | 0 B
88768번째 시행 : 1 S | 0 B
88769번째 시행 : 1 S | 2 B
88770번째 시행 : 0 S | 1 B
88771번째 시행 : 1 S | 0 B
88772번째 시행 : 0 S | 1 B
88773번째 시행 : 0 S | 1 B
88774번째 시행 : 0 S | 0 B
88775번째 시행 : 0 S | 2 B
88776번째 시행 : 3 S | 0 B
88777번째 시행 : 1 S | 1 B
88778번째 시행 : 1 S | 0 B
88779번째 시행 : 0 S | 0 B
88780번째 시행 : 0 S | 1 B
88781번째 시행 : 0 S | 1 B
88782번째 시행 : 0 S | 1 B
88783번째 시행 : 1 S | 0 B
88784번째 시행 : 0 S | 1 B
88785번째 시행 : 0 S | 1 B
88786번째 시행 : 0 S | 1 B
88787번째 시행 : 0 S | 1 B
88788번째 시행 : 0 S | 1 B
88789번째 시행 : 1 S | 0 B
88790번째 시행 : 1 S | 0 B
88791번째 시행 : 0 S | 1 B
88792번째 시행 : 1 S | 1 B
88793번째 시행 : 0 S | 0 B
88794번째 시행 : 0 S | 1 B
88795번째 시행 : 0 S | 0 B
88796번째 시행 : 0 S | 1 B
88797번째 시행 : 2 S | 0 B
88798번째 시행 : 0 S | 1 B
88799번째 시행 : 0 S | 0 B
88800번째 시행 : 0 S | 2 B
88801번째 시행 : 0 S | 1 B
88802번째 시행 : 1 S | 0 B
88803번째 시행 : 0 S | 0 B
88804번째 시행 : 1 S | 2 B
88805번째 시행 : 0 S | 1 B
88806번째 시행 : 1 S | 0 B
88807번째 시행 : 0 S | 0 B
88808번째 시행 : 1 S | 1 B
88809번째 시행 : 0 S | 1 B
88810번째 시행 : 0 S | 0 B
88811번째 시행 : 0 S | 0 B
88812번째 시행 : 0 S | 1 B
88813번째 시행 : 1 S | 0 B
88814번째 시행 : 1 S | 0 B
88815번째 시행 : 0 S | 1 B
88816번째 시행 : 0 S | 1 B
88817번째 시행 : 0 S | 2 B
88818번째 시행 : 1 S | 2 B
88819번째 시행 : 0 S | 1 B
88820번째 시행 : 0 S | 0 B
88821번째 시행 : 1 S | 0 B
88822번째 시행 : 1 S | 1 B
88823번째 시행 : 0 S | 1 B
88824번째 시행 : 1 S | 0 B
88825번째 시행 : 0 S | 0 B
88826번째 시행 : 0 S | 0 B
88827번째 시행 : 0 S | 1 B
88828번째 시행 : 0 S | 0 B
88829번째 시행 : 0 S | 0 B
88830번째 시행 : 0 S | 2 B
88831번째 시행 : 0 S | 0 B
88832번째 시행 : 0 S | 1 B
88833번째 시행 : 0 S | 2 B
88834번째 시행 : 0 S | 1 B
88835번째 시행 : 0 S | 1 B
88836번째 시행 : 0 S | 1 B
88837번째 시행 : 0 S | 1 B
88838번째 시행 : 0 S | 0 B
88839번째 시행 : 1 S | 1 B
88840번째 시행 : 0 S | 1 B
88841번째 시행 : 0 S | 0 B
88842번째 시행 : 0 S | 2 B
88843번째 시행 : 1 S | 0 B
88844번째 시행 : 0 S | 1 B
88845번째 시행 : 2 S | 0 B
88846번째 시행 : 0 S | 0 B
88847번째 시행 : 0 S | 1 B
88848번째 시행 : 0 S | 0 B
88849번째 시행 : 0 S | 1 B
88850번째 시행 : 0 S | 1 B
88851번째 시행 : 0 S | 1 B
88852번째 시행 : 0 S | 0 B
88853번째 시행 : 0 S | 2 B
88854번째 시행 : 1 S | 0 B
88855번째 시행 : 0 S | 0 B
88856번째 시행 : 0 S | 0 B
88857번째 시행 : 0 S | 1 B
88858번째 시행 : 0 S | 0 B
88859번째 시행 : 0 S | 2 B
88860번째 시행 : 1 S | 1 B
88861번째 시행 : 0 S | 1 B
88862번째 시행 : 0 S | 1 B
88863번째 시행 : 1 S | 0 B
88864번째 시행 : 0 S | 0 B
88865번째 시행 : 1 S | 0 B
88866번째 시행 : 0 S | 1 B
88867번째 시행 : 0 S | 1 B
88868번째 시행 : 0 S | 1 B
88869번째 시행 : 0 S | 0 B
88870번째 시행 : 0 S | 0 B
88871번째 시행 : 0 S | 1 B
88872번째 시행 : 1 S | 0 B
88873번째 시행 : 0 S | 1 B
88874번째 시행 : 0 S | 1 B
88875번째 시행 : 0 S | 0 B
88876번째 시행 : 0 S | 0 B
88877번째 시행 : 1 S | 0 B
88878번째 시행 : 0 S | 1 B
88879번째 시행 : 0 S | 0 B
88880번째 시행 : 0 S | 0 B
88881번째 시행 : 0 S | 2 B
88882번째 시행 : 0 S | 1 B
88883번째 시행 : 0 S | 1 B
88884번째 시행 : 0 S | 0 B
88885번째 시행 : 0 S | 2 B
88886번째 시행 : 0 S | 1 B
88887번째 시행 : 0 S | 0 B
88888번째 시행 : 1 S | 1 B
88889번째 시행 : 0 S | 2 B
88890번째 시행 : 0 S | 0 B
88891번째 시행 : 0 S | 0 B
88892번째 시행 : 1 S | 0 B
88893번째 시행 : 0 S | 0 B
88894번째 시행 : 1 S | 0 B
88895번째 시행 : 0 S | 1 B
88896번째 시행 : 0 S | 2 B
88897번째 시행 : 1 S | 0 B
88898번째 시행 : 0 S | 1 B
88899번째 시행 : 0 S | 1 B
88900번째 시행 : 0 S | 0 B
88901번째 시행 : 0 S | 1 B
88902번째 시행 : 0 S | 1 B
88903번째 시행 : 1 S | 1 B
88904번째 시행 : 1 S | 1 B
88905번째 시행 : 0 S | 1 B
88906번째 시행 : 0 S | 1 B
88907번째 시행 : 1 S | 0 B
88908번째 시행 : 0 S | 0 B
88909번째 시행 : 1 S | 0 B
88910번째 시행 : 0 S | 1 B
88911번째 시행 : 1 S | 0 B
88912번째 시행 : 0 S | 1 B
88913번째 시행 : 0 S | 0 B
88914번째 시행 : 0 S | 0 B
88915번째 시행 : 0 S | 1 B
88916번째 시행 : 0 S | 1 B
88917번째 시행 : 0 S | 1 B
88918번째 시행 : 0 S | 1 B
88919번째 시행 : 0 S | 0 B
88920번째 시행 : 1 S | 0 B
88921번째 시행 : 0 S | 1 B
88922번째 시행 : 0 S | 1 B
88923번째 시행 : 0 S | 2 B
88924번째 시행 : 0 S | 1 B
88925번째 시행 : 0 S | 0 B
88926번째 시행 : 0 S | 2 B
88927번째 시행 : 1 S | 0 B
88928번째 시행 : 0 S | 1 B
88929번째 시행 : 0 S | 1 B
88930번째 시행 : 0 S | 2 B
88931번째 시행 : 0 S | 1 B
88932번째 시행 : 0 S | 0 B
88933번째 시행 : 1 S | 0 B
88934번째 시행 : 0 S | 1 B
88935번째 시행 : 1 S | 0 B
88936번째 시행 : 0 S | 3 B
88937번째 시행 : 1 S | 2 B
88938번째 시행 : 0 S | 0 B
88939번째 시행 : 0 S | 0 B
88940번째 시행 : 0 S | 0 B
88941번째 시행 : 0 S | 1 B
88942번째 시행 : 0 S | 1 B
88943번째 시행 : 0 S | 2 B
88944번째 시행 : 1 S | 0 B
88945번째 시행 : 0 S | 2 B
88946번째 시행 : 0 S | 2 B
88947번째 시행 : 1 S | 0 B
88948번째 시행 : 0 S | 1 B
88949번째 시행 : 1 S | 0 B
88950번째 시행 : 1 S | 1 B
88951번째 시행 : 0 S | 0 B
88952번째 시행 : 0 S | 0 B
88953번째 시행 : 0 S | 0 B
88954번째 시행 : 0 S | 1 B
88955번째 시행 : 0 S | 2 B
88956번째 시행 : 0 S | 1 B
88957번째 시행 : 0 S | 0 B
88958번째 시행 : 0 S | 1 B
88959번째 시행 : 0 S | 1 B
88960번째 시행 : 0 S | 1 B
88961번째 시행 : 1 S | 0 B
88962번째 시행 : 0 S | 0 B
88963번째 시행 : 0 S | 2 B
88964번째 시행 : 0 S | 0 B
88965번째 시행 : 1 S | 1 B
88966번째 시행 : 0 S | 2 B
88967번째 시행 : 0 S | 2 B
88968번째 시행 : 0 S | 0 B
88969번째 시행 : 0 S | 0 B
88970번째 시행 : 0 S | 1 B
88971번째 시행 : 1 S | 0 B
88972번째 시행 : 1 S | 1 B
88973번째 시행 : 0 S | 1 B
88974번째 시행 : 0 S | 1 B
88975번째 시행 : 0 S | 1 B
88976번째 시행 : 0 S | 2 B
88977번째 시행 : 1 S | 0 B
88978번째 시행 : 1 S | 0 B
88979번째 시행 : 0 S | 0 B
88980번째 시행 : 0 S | 1 B
88981번째 시행 : 0 S | 1 B
88982번째 시행 : 0 S | 0 B
88983번째 시행 : 0 S | 1 B
88984번째 시행 : 1 S | 1 B
88985번째 시행 : 1 S | 0 B
88986번째 시행 : 1 S | 1 B
88987번째 시행 : 0 S | 1 B
88988번째 시행 : 0 S | 1 B
88989번째 시행 : 0 S | 1 B
88990번째 시행 : 0 S | 0 B
88991번째 시행 : 0 S | 1 B
88992번째 시행 : 1 S | 0 B
88993번째 시행 : 1 S | 1 B
88994번째 시행 : 1 S | 0 B
88995번째 시행 : 0 S | 0 B
88996번째 시행 : 0 S | 0 B
88997번째 시행 : 0 S | 1 B
88998번째 시행 : 1 S | 0 B
88999번째 시행 : 0 S | 1 B
89000번째 시행 : 0 S | 1 B
89001번째 시행 : 0 S | 1 B
89002번째 시행 : 0 S | 1 B
89003번째 시행 : 0 S | 1 B
89004번째 시행 : 0 S | 1 B
89005번째 시행 : 0 S | 2 B
89006번째 시행 : 0 S | 1 B
89007번째 시행 : 0 S | 0 B
89008번째 시행 : 1 S | 0 B
89009번째 시행 : 1 S | 0 B
89010번째 시행 : 0 S | 1 B
89011번째 시행 : 0 S | 1 B
89012번째 시행 : 0 S | 2 B
89013번째 시행 : 0 S | 1 B
89014번째 시행 : 1 S | 0 B
89015번째 시행 : 0 S | 2 B
89016번째 시행 : 1 S | 1 B
89017번째 시행 : 0 S | 0 B
89018번째 시행 : 1 S | 0 B
89019번째 시행 : 0 S | 2 B
89020번째 시행 : 0 S | 2 B
89021번째 시행 : 0 S | 0 B
89022번째 시행 : 0 S | 0 B
89023번째 시행 : 0 S | 1 B
89024번째 시행 : 1 S | 0 B
89025번째 시행 : 1 S | 0 B
89026번째 시행 : 0 S | 0 B
89027번째 시행 : 1 S | 0 B
89028번째 시행 : 1 S | 0 B
89029번째 시행 : 0 S | 0 B
89030번째 시행 : 0 S | 1 B
89031번째 시행 : 1 S | 0 B
89032번째 시행 : 0 S | 1 B
89033번째 시행 : 1 S | 0 B
89034번째 시행 : 0 S | 1 B
89035번째 시행 : 2 S | 0 B
89036번째 시행 : 0 S | 0 B
89037번째 시행 : 0 S | 1 B
89038번째 시행 : 0 S | 0 B
89039번째 시행 : 0 S | 0 B
89040번째 시행 : 0 S | 1 B
89041번째 시행 : 0 S | 1 B
89042번째 시행 : 1 S | 0 B
89043번째 시행 : 0 S | 2 B
89044번째 시행 : 0 S | 0 B
89045번째 시행 : 0 S | 1 B
89046번째 시행 : 0 S | 1 B
89047번째 시행 : 0 S | 0 B
89048번째 시행 : 0 S | 1 B
89049번째 시행 : 0 S | 0 B
89050번째 시행 : 0 S | 1 B
89051번째 시행 : 2 S | 0 B
89052번째 시행 : 1 S | 0 B
89053번째 시행 : 0 S | 0 B
89054번째 시행 : 0 S | 2 B
89055번째 시행 : 0 S | 1 B
89056번째 시행 : 1 S | 1 B
89057번째 시행 : 0 S | 1 B
89058번째 시행 : 0 S | 1 B
89059번째 시행 : 0 S | 0 B
89060번째 시행 : 0 S | 0 B
89061번째 시행 : 0 S | 1 B
89062번째 시행 : 0 S | 2 B
89063번째 시행 : 1 S | 0 B
89064번째 시행 : 0 S | 1 B
89065번째 시행 : 0 S | 1 B
89066번째 시행 : 0 S | 0 B
89067번째 시행 : 0 S | 2 B
89068번째 시행 : 0 S | 0 B
89069번째 시행 : 1 S | 0 B
89070번째 시행 : 0 S | 0 B
89071번째 시행 : 0 S | 1 B
89072번째 시행 : 0 S | 1 B
89073번째 시행 : 1 S | 2 B
89074번째 시행 : 0 S | 0 B
89075번째 시행 : 0 S | 0 B
89076번째 시행 : 0 S | 0 B
89077번째 시행 : 0 S | 1 B
89078번째 시행 : 0 S | 1 B
89079번째 시행 : 1 S | 2 B
89080번째 시행 : 1 S | 0 B
89081번째 시행 : 0 S | 1 B
89082번째 시행 : 0 S | 0 B
89083번째 시행 : 0 S | 0 B
89084번째 시행 : 0 S | 1 B
89085번째 시행 : 1 S | 0 B
89086번째 시행 : 0 S | 1 B
89087번째 시행 : 0 S | 0 B
89088번째 시행 : 1 S | 0 B
89089번째 시행 : 0 S | 0 B
89090번째 시행 : 0 S | 1 B
89091번째 시행 : 0 S | 1 B
89092번째 시행 : 0 S | 1 B
89093번째 시행 : 0 S | 1 B
89094번째 시행 : 0 S | 0 B
89095번째 시행 : 0 S | 0 B
89096번째 시행 : 2 S | 0 B
89097번째 시행 : 1 S | 2 B
89098번째 시행 : 1 S | 1 B
89099번째 시행 : 0 S | 1 B
89100번째 시행 : 0 S | 0 B
89101번째 시행 : 0 S | 1 B
89102번째 시행 : 0 S | 0 B
89103번째 시행 : 0 S | 0 B
89104번째 시행 : 1 S | 0 B
89105번째 시행 : 1 S | 1 B
89106번째 시행 : 1 S | 0 B
89107번째 시행 : 1 S | 0 B
89108번째 시행 : 1 S | 0 B
89109번째 시행 : 0 S | 0 B
89110번째 시행 : 2 S | 0 B
89111번째 시행 : 1 S | 0 B
89112번째 시행 : 0 S | 0 B
89113번째 시행 : 0 S | 1 B
89114번째 시행 : 0 S | 0 B
89115번째 시행 : 0 S | 0 B
89116번째 시행 : 0 S | 1 B
89117번째 시행 : 2 S | 0 B
89118번째 시행 : 0 S | 1 B
89119번째 시행 : 0 S | 1 B
89120번째 시행 : 0 S | 0 B
89121번째 시행 : 0 S | 0 B
89122번째 시행 : 0 S | 2 B
89123번째 시행 : 0 S | 1 B
89124번째 시행 : 0 S | 0 B
89125번째 시행 : 0 S | 1 B
89126번째 시행 : 0 S | 1 B
89127번째 시행 : 0 S | 0 B
89128번째 시행 : 0 S | 1 B
89129번째 시행 : 0 S | 2 B
89130번째 시행 : 0 S | 1 B
89131번째 시행 : 0 S | 1 B
89132번째 시행 : 0 S | 1 B
89133번째 시행 : 0 S | 1 B
89134번째 시행 : 0 S | 1 B
89135번째 시행 : 0 S | 1 B
89136번째 시행 : 0 S | 0 B
89137번째 시행 : 0 S | 1 B
89138번째 시행 : 0 S | 1 B
89139번째 시행 : 0 S | 1 B
89140번째 시행 : 0 S | 1 B
89141번째 시행 : 0 S | 1 B
89142번째 시행 : 0 S | 1 B
89143번째 시행 : 1 S | 0 B
89144번째 시행 : 2 S | 0 B
89145번째 시행 : 0 S | 0 B
89146번째 시행 : 0 S | 1 B
89147번째 시행 : 1 S | 0 B
89148번째 시행 : 0 S | 0 B
89149번째 시행 : 1 S | 2 B
89150번째 시행 : 0 S | 0 B
89151번째 시행 : 2 S | 0 B
89152번째 시행 : 0 S | 0 B
89153번째 시행 : 0 S | 0 B
89154번째 시행 : 0 S | 0 B
89155번째 시행 : 0 S | 1 B
89156번째 시행 : 2 S | 0 B
89157번째 시행 : 1 S | 0 B
89158번째 시행 : 0 S | 0 B
89159번째 시행 : 1 S | 0 B
89160번째 시행 : 0 S | 2 B
89161번째 시행 : 0 S | 0 B
89162번째 시행 : 1 S | 1 B
89163번째 시행 : 0 S | 1 B
89164번째 시행 : 0 S | 2 B
89165번째 시행 : 0 S | 1 B
89166번째 시행 : 0 S | 1 B
89167번째 시행 : 0 S | 1 B
89168번째 시행 : 1 S | 0 B
89169번째 시행 : 0 S | 0 B
89170번째 시행 : 1 S | 0 B
89171번째 시행 : 0 S | 1 B
89172번째 시행 : 0 S | 0 B
89173번째 시행 : 0 S | 0 B
89174번째 시행 : 0 S | 1 B
89175번째 시행 : 0 S | 1 B
89176번째 시행 : 0 S | 1 B
89177번째 시행 : 1 S | 0 B
89178번째 시행 : 0 S | 1 B
89179번째 시행 : 0 S | 1 B
89180번째 시행 : 0 S | 1 B
89181번째 시행 : 0 S | 1 B
89182번째 시행 : 0 S | 0 B
89183번째 시행 : 1 S | 0 B
89184번째 시행 : 1 S | 0 B
89185번째 시행 : 0 S | 1 B
89186번째 시행 : 1 S | 0 B
89187번째 시행 : 1 S | 1 B
89188번째 시행 : 1 S | 0 B
89189번째 시행 : 0 S | 1 B
89190번째 시행 : 0 S | 1 B
89191번째 시행 : 1 S | 1 B
89192번째 시행 : 0 S | 0 B
89193번째 시행 : 0 S | 1 B
89194번째 시행 : 0 S | 1 B
89195번째 시행 : 0 S | 2 B
89196번째 시행 : 0 S | 0 B
89197번째 시행 : 0 S | 1 B
89198번째 시행 : 1 S | 0 B
89199번째 시행 : 1 S | 0 B
89200번째 시행 : 0 S | 0 B
89201번째 시행 : 2 S | 0 B
89202번째 시행 : 1 S | 0 B
89203번째 시행 : 0 S | 1 B
89204번째 시행 : 1 S | 0 B
89205번째 시행 : 0 S | 1 B
89206번째 시행 : 2 S | 0 B
89207번째 시행 : 1 S | 0 B
89208번째 시행 : 0 S | 0 B
89209번째 시행 : 2 S | 0 B
89210번째 시행 : 0 S | 1 B
89211번째 시행 : 1 S | 0 B
